Company Name,Company Ticker,Name,Age,Position,Appointed,
"Prosperity Bancshares, Inc.",PB,Leah Henderson,52,Independent Director,2007,
"Prosperity Bancshares, Inc.",PB,Ned S. Holmes,74,Independent Director,2006,
"Prosperity Bancshares, Inc.",PB,Perry Mueller,85,Director,2001,
"Prosperity Bancshares, Inc.",PB,Randy Hester,60,"Executive Vice President, Senior Executive Vice President, Chief Lending Officer of the Bank",2012,
"Prosperity Bancshares, Inc.",PB,Robert H. Steelhammer,78,Independent Director,2001,
"Prosperity Bancshares, Inc.",PB,William R. Collier,80,Director,2012,
"Prosperity Bancshares, Inc.",PB,William T. Luedke,66,Independent Director,,
Protagonist Therapeutics Inc,PTGX.O,Bryan M. Giraudo,43,Independent Director,2017,
Protagonist Therapeutics Inc,PTGX.O,Chaitan S. Khosla,54,Independent Director,2014,
Protagonist Therapeutics Inc,PTGX.O,David Y. Liu,69,"Chief Scientific Officer, Head of Research & Development",2016,
Protagonist Therapeutics Inc,PTGX.O,Dinesh V. Patel,62,"President, Chief Executive Officer, Director",2019,
Protagonist Therapeutics Inc,PTGX.O,Donald A. Kalkofen,55,"Chief Financial Officer, Principal Financial Officer and Principal Accounting Officer",2019,
Protagonist Therapeutics Inc,PTGX.O,Harold E. Selick,65,Independent Chairman of the Board,,
Protagonist Therapeutics Inc,PTGX.O,Lewis T. Williams,69,Independent Director,2017,
Protagonist Therapeutics Inc,PTGX.O,Samuel Saks,,Chief Medical Officer,2019,
Protagonist Therapeutics Inc,PTGX.O,Sarah B. Noonberg,51,Independent Director,2017,
Protagonist Therapeutics Inc,PTGX.O,Suneel Gupta,61,Chief Development Officer,2019,
Protagonist Therapeutics Inc,PTGX.O,William D. Waddill,62,Independent Director,2016,
Protective Insurance Corp,PTVCB.O,Bahr Omidfar,,Chief Information Officer,2019,
Protective Insurance Corp,PTVCB.O,David W. Michelson,62,Independent Director,2018,
Protective Insurance Corp,PTVCB.O,James A. Porcari,61,Independent Director,2017,
Protective Insurance Corp,PTVCB.O,Jeremy David Edgecliffe-Johnson,,"Chief Executive Officer, Director",2019,
Protective Insurance Corp,PTVCB.O,Jeremy F. Goldstein,47,Executive Vice President,2017,
Protective Insurance Corp,PTVCB.O,John Drake Nichols,59,Chairman of the Board,2019,
Protective Insurance Corp,PTVCB.O,John R. Barnett,52,Chief Financial Officer,2019,
Protective Insurance Corp,PTVCB.O,LoriAnn V. Lowery-Biggers,52,Independent Director,2017,
Protective Insurance Corp,PTVCB.O,Matthew A. Thompson,54,Executive Vice President,2016,
Protective Insurance Corp,PTVCB.O,Nathan Shapiro,82,Director,1979,
Protective Insurance Corp,PTVCB.O,Otto N. Frenzel,59,Independent Director,2008,
Protective Insurance Corp,PTVCB.O,Patrick S. Schmiedt,38,Chief Underwriting Officer,2018,
Protective Insurance Corp,PTVCB.O,Robert B. Shapiro,80,Director,1997,
Protective Insurance Corp,PTVCB.O,Stephen Joseph Gray,,Director,2019,
Protective Insurance Corp,PTVCB.O,Steven J. Bensinger,64,Independent Director,2018,
Protective Insurance Corp,PTVCB.O,Stuart D. Bilton,72,Lead Independent Director,2018,
Prothena Corporation PLC,PRTA.O,Carol D. Karp,66,Chief Regulatory Officer,2016,
Prothena Corporation PLC,PRTA.O,Christopher S. Henney,78,Independent Director,2013,
Prothena Corporation PLC,PRTA.O,Dennis J. Selkoe,75,Independent Director,2013,
Prothena Corporation PLC,PRTA.O,Gene G. Kinney,50,"President, Chief Executive Officer, Director",2016,
Prothena Corporation PLC,PRTA.O,K. Anders O. Harfstrand,62,Independent Director,2015,
Prothena Corporation PLC,PRTA.O,Karin L. Walker,55,"Chief Accounting Officer, Controller",2016,
Prothena Corporation PLC,PRTA.O,Lars G. Ekman,69,Independent Chairman of the Board,2012,
Prothena Corporation PLC,PRTA.O,Oleg Nodelman,,Director,2019,
Prothena Corporation PLC,PRTA.O,Paula K. Cobb,,Director,2019,
Prothena Corporation PLC,PRTA.O,Radhika Tripuraneni,39,Chief Development Officer,2018,
Prothena Corporation PLC,PRTA.O,Richard T. Collier,65,Independent Director,2012,
Prothena Corporation PLC,PRTA.O,Shane M. Cooke,56,Independent Director,2012,
Prothena Corporation PLC,PRTA.O,Tran B. Nguyen,45,"Chief Financial Officer, Chief Operating Officer",2018,
Prothena Corporation PLC,PRTA.O,Wagner M. Zago,46,Chief Scientific Officer,2017,
Proto Labs Inc,PRLB.A,Archie C. Black,57,Independent Director,2016,
Proto Labs Inc,PRLB.A,Arthur R. Baker,51,Chief Technology Officer,2016,
Proto Labs Inc,PRLB.A,Bjoern Klaas,49,"Vice President, Managing Director",2017,
Proto Labs Inc,PRLB.A,Donald G. Krantz,64,Independent Director,2017,
Proto Labs Inc,PRLB.A,John A. Way,46,"Chief Financial Officer, Executive Vice President of Development",2014,
Proto Labs Inc,PRLB.A,John B. Goodman,59,Independent Director,2001,
Proto Labs Inc,PRLB.A,Moonhie Chin,,Director,2019,
Proto Labs Inc,PRLB.A,Rainer Gawlick,51,Independent Director,2008,
Proto Labs Inc,PRLB.A,Robert Bodor,46,"Vice President, General Manager - Americas",2015,
Proto Labs Inc,PRLB.A,Sujeet Chand,61,Independent Director,2016,
Proto Labs Inc,PRLB.A,Sven A. Wehrwein,68,Independent Chairman of the Board,2017,
Proto Labs Inc,PRLB.A,Victoria M. Holt,61,"President, Chief Executive Officer, Director",2014,
PROVIDENT BANCORP INC,PVBC.O,Arthur Sullivan,60,Independent Director,2016,
PROVIDENT BANCORP INC,PVBC.O,Carol L. Houle,48,"Chief Financial Officer, Executive Vice President of the Company and the Bank",,
PROVIDENT BANCORP INC,PVBC.O,Charles F. Withee,56,"Director of the Company and President, Chief Lending Officer of the Provident Bank",2017,
PROVIDENT BANCORP INC,PVBC.O,David P. Mansfield,57,"President, Chief Executive Officer, Director of the Company and Chief Executive Officer of The Provident Bank",2013,
PROVIDENT BANCORP INC,PVBC.O,Frank G. Cousins,60,Independent Director,2003,
PROVIDENT BANCORP INC,PVBC.O,James A. DeLeo,53,Independent Director,2017,
PROVIDENT BANCORP INC,PVBC.O,Jay E. Gould,65,Independent Director,2017,
PROVIDENT BANCORP INC,PVBC.O,Joseph B. Reilly,62,Independent Chairman of the Board,2019,
PROVIDENT BANCORP INC,PVBC.O,Laurie H. Knapp,61,Independent Director,1998,
PROVIDENT BANCORP INC,PVBC.O,Lisa DeStefano,55,Independent Director,2016,
PROVIDENT BANCORP INC,PVBC.O,Richard L. Peeke,74,Independent Director,1990,
"Provident Financial Holdings, Inc.",PROV.O,Bruce W. Bennett,70,Independent Director,1993,
"Provident Financial Holdings, Inc.",PROV.O,Craig G. Blunden,71,"Chairman of the Board, Chief Executive Officer of the Company and the Bank",2011,
"Provident Financial Holdings, Inc.",PROV.O,David S. Weiant,60,"Senior Vice President, Chief Lending Officer of the bank",2007,
"Provident Financial Holdings, Inc.",PROV.O,Debbi H. Guthrie,68,Independent Director,1994,
"Provident Financial Holdings, Inc.",PROV.O,Donavon P. Ternes,59,"President, Chief Operating Officer, Chief Financial Officer, Corporate Secretary",2011,
"Provident Financial Holdings, Inc.",PROV.O,Gwendolyn L. Wertz,53,Senior Vice President - Retail Banking of the Bank,2014,
"Provident Financial Holdings, Inc.",PROV.O,Joseph P. Barr,73,Independent Director,2001,
"Provident Financial Holdings, Inc.",PROV.O,Judy A. Carpenter,62,Independent Director,2012,
"Provident Financial Holdings, Inc.",PROV.O,Robert Ritter,50,Senior Vice President - Mortgage Banking of the Bank,2016,
"Provident Financial Holdings, Inc.",PROV.O,Roy H. Taylor,68,Independent Director,1990,
"Provident Financial Holdings, Inc.",PROV.O,William E. Thomas,70,Independent Director,1997,
"Provident Financial Services, Inc.",PFS,Brian Giovinazzi,64,Executive Vice President and Chief Credit Officer of the Bank,2008,
"Provident Financial Services, Inc.",PFS,Carlos M. Hernandez,69,Independent Director,1996,
"Provident Financial Services, Inc.",PFS,Christopher P. Martin,62,"Chairman of the Board, President, Chief Executive Officer",2010,
"Provident Financial Services, Inc.",PFS,Donald W. Blum,62,Executive Vice President and Chief Lending Officer of the Bank,2005,
"Provident Financial Services, Inc.",PFS,Frank L. Fekete,67,Independent Director,2015,
"Provident Financial Services, Inc.",PFS,Frank S. Muzio,65,Executive Vice President and Chief Accounting Officer of the Bank,2018,
